189.7,28.2,63.862,82.4,31.4,51.57,2537,1550,2599
189.75,26.18,58.377,77.046,27.6,47.36,2438,1550,2588
189.8,27.38,83.2,71.608,53.5,39.87,2363,1550,2592
189.85,28.44,77.876,66.107,46.73,33.64,2311,1550,2597
189.9,29.39,72.452,60.572,40.54,27.43,2272,1550,2602
189.95,27.29,67.033,55.016,36.84,23.51,2204,1550,2587
190,28.45,61.52,79.069,28.98,47.92,2168,1550,2591
190.05,29.45,55.982,73.667,22.91,41.78,2143,1550,2599
190.1,27.47,80.864,68.186,51.01,37.06,2089,1550,2583
190.15,28.47,75.495,62.708,44.4,30.12,2069,1550,2585
190.2,29.45,70.103,57.114,37.88,23.46,2058,1550,2590
190.25,27.46,64.674,81.076,33.61,51.67,2011,1550,2581
190.3,28.43,59.139,75.695,27.11,44.7,2004,1550,2585
190.35,29.56,83.816,70.267,52.49,36.77,2000,1550,2592
190.4,27.4,78.53,64.821,48.57,33.11,1960,1550,2579
190.45,28.39,73.098,59.325,42.24,27.42,1966,1550,2586
190.5,29.57,67.736,83.094,34.27,51.88,1952,1550,2590
190.55,27.39,62.276,77.778,31.21,47.53,1931,1550,2577
190.6,28.37,56.795,72.311,24.58,41.29,1925,1550,2579
190.65,29.53,81.469,66.878,49.67,33.13,1934,1550,2585
190.7,27.36,76.171,61.458,45.77,30.2,1895,1550,2574
190.75,28.36,70.774,55.878,39.42,23.78,1910,1550,2579
190.8,29.49,65.342,79.731,32.12,47.81,1903,1550,2587
190.85,27.36,59.859,74.409,28.74,43.84,1883,1550,2572
190.9,28.33,54.382,68.942,22.26,37.25,1886,1550,2579
190.95,29.51,79.124,63.522,47.47,30.16,1891,1550,2587
191,27.32,73.814,57.988,43.38,26.72,1865,1550,2573
191.05,28.5,68.374,81.778,35.64,51.16,1868,1550,2579
191.1,29.49,62.972,76.415,30.07,44.47,1881,1550,2580
191.15,27.35,57.482,71.032,26.24,40.41,1852,1550,2567
191.2,28.47,82.102,65.592,51.56,32.9,1863,1550,2577
191.25,29.5,76.715,60.095,44.5,26.97,1866,1550,2584
191.3,27.3,71.444,54.549,41.2,23.82,1852,1550,2572
191.35,28.46,66.024,78.417,34,47.58,1848,1550,2580
191.4,29.46,60.533,73.057,27.76,40.64,1872,1550,2589
191.45,27.31,55.085,67.673,24.03,37.75,1835,1550,2575
191.5,28.48,79.727,62.193,48.73,29.64,1854,1550,2584
191.55,29.49,74.423,56.704,42.48,23.4,1856,1550,2591
191.6,27.46,69.029,80.398,37.39,50.5,1835,1550,2584
191.65,28.45,63.653,75.098,31.63,43.95,1839,1550,2590
191.7,29.5,58.186,69.69,24.96,37.03,1857,1550,2597
191.75,27.47,82.651,64.255,53.34,32.7,1822,1550,2585
191.8,28.48,77.355,58.759,46.51,26.1,1840,1550,2589
191.85,29.6,72.024,82.361,38.69,50.52,1849,1550,2598
191.9,27.5,66.701,77.075,35.28,46.61,1824,1550,2581
191.95,28.49,61.21,71.757,28.82,40.69,1838,1550,2585
192,29.49,55.786,66.295,22.73,33.88,1848,1550,2587
192.05,27.48,80.317,60.818,51.38,29.69,1824,1550,2575
192.1,28.49,75.003,55.332,44.14,23.25,1834,1550,2579
192.15,29.65,69.629,79.026,36.63,46.98,1854,1550,2587
192.2,27.48,64.3,73.693,32.99,43.46,1818,1550,2572
192.25,28.47,58.891,68.342,26.88,36.61,1844,1550,2580
192.3,29.6,83.24,62.947,52.1,29.32,1846,1550,2588
192.35,27.46,77.948,57.442,48.16,26.22,1829,1550,2574
192.4,28.63,72.641,81.017,40.64,50.24,1831,1550,2580
192.45,29.64,67.293,75.664,34.5,43.4,1857,1550,2586
192.5,27.47,61.894,70.38,30.26,39.68,1820,1550,2568
192.55,28.48,56.457,64.925,24.24,33.31,1844,1550,2569
192.6,29.61,80.886,59.512,49.35,26.01,1851,1550,2579
192.65,27.63,75.608,82.969,45.07,53.15,1827,1550,2569
192.7,28.61,70.277,77.703,38.08,46.35,1836,1550,2572
192.75,29.64,64.903,72.337,32.04,39.5,1856,1550,2581
192.8,27.48,59.521,67.008,28.26,36.66,1828,1550,2565
192.85,28.5,54.054,61.567,22.33,29.77,1844,1550,2572
192.9,29.59,78.532,56.083,46.63,22.89,1862,1550,2577
192.95,27.65,73.246,79.628,42.44,49.33,1827,1550,2568
193,28.59,67.9,74.322,35.94,43.03,1849,1550,2572
193.05,29.61,62.514,68.983,29.61,36.88,1859,1550,2576
193.1,27.46,57.11,63.598,26.3,33.03,1841,1550,2562
193.15,28.62,81.451,58.142,51.31,25.79,1847,1550,2571
193.2,29.71,76.14,81.554,43.54,50.04,1873,1550,2579
193.25,27.61,70.899,76.28,39.97,46.18,1834,1550,2564
193.3,28.6,65.488,70.962,33.36,38.99,1861,1550,2573
193.35,29.58,60.132,65.574,27.1,32.97,1871,1550,2579
193.4,27.48,54.694,60.213,23.6,29.73,1852,1550,2568
193.45,28.6,79.11,54.751,47.92,22.48,1858,1550,2572
193.5,29.72,73.831,78.233,40.85,46,1880,1550,2586
193.55,27.58,68.493,72.923,37.76,42.7,1843,1550,2572
193.6,25.47,63.161,67.603,33.83,38.76,1824,1550,2562
193.65,29.56,57.734,62.254,24.71,29.66,1886,1550,2580
193.7,27.6,81.971,56.798,52.42,25,1853,1550,2570
193.75,28.69,76.702,80.17,45.14,49.03,1870,1550,2576
193.8,29.72,71.384,74.919,38.01,42.62,1887,1550,2584
193.85,27.58,66.106,69.565,34.62,38.71,1861,1550,2569
193.9,28.56,60.721,64.233,29.24,32.09,1876,1550,2577
193.95,29.53,55.307,58.833,22.56,26.69,1905,1550,2580
194,27.7,79.606,82.085,48.92,51.73,1863,1550,2572
194.05,28.66,74.328,76.841,42.27,45.44,1889,1550,2577
194.1,29.68,69.012,71.541,35.82,38.96,1901,1550,2583
194.15,27.56,63.724,66.215,32.1,34.95,1879,1550,2570
194.2,28.55,58.291,60.833,25.88,28.99,1892,1550,2576
194.25,29.65,82.402,55.406,51.11,21.96,1920,1550,2588
194.3,27.64,77.199,78.787,46.61,48.79,1875,1550,2579
194.35,28.65,71.95,73.511,40.35,41.66,1905,1550,2586
194.4,29.64,66.643,68.183,33.91,35.36,1920,1550,2592
194.45,27.55,61.331,62.846,30.03,32.09,1893,1550,2583
194.5,28.51,55.934,57.415,24.11,25.62,1911,1550,2590
194.55,29.72,80.078,80.628,47.81,48.69,1930,1550,2604
194.6,27.63,74.86,75.427,44.16,44.48,1894,1550,2593
194.65,28.63,69.569,70.144,37.54,38.16,1917,1550,2600
194.7,29.57,64.26,64.775,31.19,31.92,1943,1550,2607
194.75,27.51,58.934,59.433,27.57,28.2,1908,1550,2595
194.8,28.68,82.85,82.552,51.94,51.9,1930,1550,2607
194.85,29.71,77.713,77.333,45.18,44.46,1947,1550,2614
194.9,27.55,72.472,72.104,41.57,41.29,1921,1550,2605
194.95,28.58,67.199,66.762,35.05,34.77,1935,1550,2611
195,29.53,61.865,61.406,29.32,28.52,1968,1550,2619
195.05,27.48,56.517,56.049,25.58,25.41,1926,1550,2606
195.1,28.64,80.554,79.248,49.4,48.01,1955,1550,2615
195.15,29.64,75.29,73.954,42.49,41.32,1966,1550,2619
195.2,27.51,70.06,68.718,38.98,37.58,1943,1550,2609
195.25,28.52,64.805,63.388,32.84,31.11,1957,1550,2612
195.3,29.51,59.449,58.072,26.5,25.26,1988,1550,2615
195.35,27.6,83.337,81.099,53.55,51.07,1943,1550,2607
195.4,28.58,78.164,75.924,47.05,43.81,1974,1550,2610
195.45,29.57,72.949,70.659,40.33,37.63,1992,1550,2616
195.5,27.49,67.676,65.322,36.74,34.69,1962,1550,2601
195.55,28.45,62.41,60.016,30.55,28.06,1985,1550,2606
195.6,29.52,57.051,82.964,23.58,51.99,2005,1550,2613
195.65,27.52,80.977,77.807,51.19,46.9,1970,1550,2602
195.7,28.52,75.795,72.525,44.02,41.22,1994,1550,2605
195.75,29.46,70.541,67.26,38.34,34.75,2025,1550,2610
195.8,27.4,65.316,61.947,34.41,30.62,1984,1550,2598
195.85,28.36,60.03,56.615,28.02,24.83,2018,1550,2601
195.9,29.44,54.66,79.65,21.49,48.33,2030,1550,2610
195.95,27.42,78.648,74.437,49.08,43.6,2002,1550,2600
196,28.44,73.418,69.235,41.65,37.19,2018,1550,2606
196.05,29.38,68.183,63.891,35.48,30.96,2055,1550,2611
196.1,27.36,62.901,58.571,31.73,27.89,2009,1550,2596
196.15,28.37,57.575,81.509,24.92,51.11,2042,1550,2606
196.2,29.45,81.378,76.316,49.95,43.7,2056,1550,2614
196.25,27.38,76.226,71.095,45.79,40.44,2031,1550,2602
196.3,28.37,71.011,65.821,39.19,34.24,2047,1550,2607
196.35,29.3,65.768,60.55,33.27,27.39,2080,1550,2613
196.4,27.27,60.514,55.206,29.79,24.39,2042,1550,2599
196.45,28.29,55.198,78.175,23.11,47.5,2067,1550,2606
196.5,29.33,79.004,72.971,47.24,40.15,2092,1550,2616
196.55,27.29,73.847,67.742,43.72,36.82,2056,1550,2606
196.6,28.23,68.648,62.434,37.43,30.61,2085,1550,2614
196.65,29.19,63.38,57.102,30.81,24.68,2108,1550,2619
196.7,27.23,58.141,80.056,26.59,50.29,2073,1550,2611
196.75,28.28,81.791,74.852,51.29,43.2,2096,1550,2620
196.8,29.23,76.652,69.642,44.8,36.78,2132,1550,2628
196.85,27.18,71.462,64.341,41.03,33.29,2085,1550,2614
196.9,28.12,66.246,59.103,34.52,27.66,2122,1550,2621
